id,question_es,sql,archetype,archetype_name,pattern,intent,default_chart,tables_used,difficulty,num_tables
126,¿Cuál es la participación de los préstamos personales en el monto total de préstamos?,SELECT SUM(loanAmount) * 100.0 / (SELECT SUM(loanAmount) FROM dbo.Loans) AS participacion_pct FROM dbo.Loans WHERE loanType = 'personal',D,participacion_share,comparacion,requiere_visualizacion,pie,Loans,medium,1
127,¿Qué share tienen los depósitos en el volumen total de transacciones?,SELECT SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transactions) AS participacion_pct FROM dbo.Transactions WHERE transactionType = 'deposit',D,participacion_share,comparacion,requiere_visualizacion,pie,Transactions,medium,1
129,¿Qué porcentaje del saldo total corresponde a cuentas suspendidas?,SELECT SUM(currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts) AS participacion_pct FROM dbo.Accounts WHERE accountStatus = 'suspended',D,participacion_share,comparacion,requiere_visualizacion,pie,Accounts,medium,1
221,¿Qué participación tiene el tipo de préstamo personal en el número total de préstamos activos?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans WHERE status = 'active') AS participacion_pct FROM dbo.Loans WHERE loanType = 'personal' AND status = 'active',D,participacion_share,comparacion,requiere_visualizacion,pie,Loans,medium,1
222,¿Cuál es el share de las cuentas corrientes en el saldo total de cuentas activas?,SELECT SUM(currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts WHERE accountStatus = 'active') AS participacion_pct FROM dbo.Accounts WHERE accountType = 'checking' AND accountStatus = 'active',D,participacion_share,comparacion,requiere_visualizacion,pie,Accounts,medium,1
228,¿Cuál es el share de las transferencias grandes (>10K) en el monto total transferido?,SELECT SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transfers) AS participacion_pct FROM dbo.Transfers WHERE amount > 10000,D,participacion_share,comparacion,requiere_visualizacion,pie,Transfers,medium,1
229,¿Qué participación tienen las cuentas creadas este año en el saldo total?,SELECT SUM(currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts) AS participacion_pct FROM dbo.Accounts WHERE YEAR(createdAt) = YEAR(GETDATE()),D,participacion_share,comparacion,requiere_visualizacion,pie,Accounts,medium,1
267,¿Qué participación tiene el mes de enero en el total de transacciones anuales?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions WHERE YEAR(transactionDate) = YEAR(GETDATE())) AS participacion_pct FROM dbo.Transactions WHERE MONTH(transactionDate) = 1 AND YEAR(transactionDate) = YEAR(GETDATE()),D,participacion_share,comparacion,requiere_visualizacion,pie,Transactions,medium,1
268,¿Cuál es el share de las cuentas de crédito en el número total de cuentas activas?,SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts WHERE accountStatus = 'active') AS participacion_pct FROM dbo.Accounts WHERE accountType = 'credit' AND accountStatus = 'active',D,participacion_share,comparacion,requiere_visualizacion,pie,Accounts,medium,1
270,¿Cuál es el share de los préstamos cerrados en el monto total de préstamos?,SELECT SUM(loanAmount) * 100.0 / (SELECT SUM(loanAmount) FROM dbo.Loans) AS participacion_pct FROM dbo.Loans WHERE status = 'closed',D,participacion_share,comparacion,requiere_visualizacion,pie,Loans,medium,1
272,¿Cuál es el share de los pagos de interés en el total de pagos de préstamos?,SELECT SUM(interestAmount) * 100.0 / (SELECT SUM(paymentAmount) FROM dbo.LoanPayments) AS participacion_pct FROM dbo.LoanPayments,D,participacion_share,comparacion,requiere_visualizacion,pie,LoanPayments,medium,1
273,¿Qué participación tienen las cuentas con saldo mayor a 50000 en el saldo total?,SELECT SUM(currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts) AS participacion_pct FROM dbo.Accounts WHERE currentBalance > 50000,D,participacion_share,comparacion,requiere_visualizacion,pie,Accounts,medium,1
276,¿Cuál es el share de las transacciones de fin de semana en el monto total?,"SELECT SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transactions) AS participacion_pct FROM dbo.Transactions WHERE DATEPART(WEEKDAY, transactionDate) IN (1, 7)",D,participacion_share,comparacion,requiere_visualizacion,pie,Transactions,medium,1
350,¿Qué participación tiene el lunes en el total de transacciones semanales?,"SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions) AS participacion_pct FROM dbo.Transactions WHERE DATEPART(WEEKDAY, transactionDate) = 2",D,participacion_share,comparacion,requiere_visualizacion,pie,Transactions,medium,1
353,¿Qué participación tienen las cuentas de crédito en el saldo total?,SELECT SUM(currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts) AS participacion_pct FROM dbo.Accounts WHERE accountType = 'credit',D,participacion_share,comparacion,requiere_visualizacion,pie,Accounts,medium,1
355,¿Qué participación tienen los préstamos con tasa entre 5-10% en el monto total?,SELECT SUM(loanAmount) * 100.0 / (SELECT SUM(loanAmount) FROM dbo.Loans) AS participacion_pct FROM dbo.Loans WHERE interestRate BETWEEN 5 AND 10,D,participacion_share,comparacion,requiere_visualizacion,pie,Loans,medium,1
356,¿Cuál es el share de las transacciones de la mañana (6-12) en el volumen total?,"SELECT SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transactions) AS participacion_pct FROM dbo.Transactions WHERE DATEPART(HOUR, transactionDate) BETWEEN 6 AND 12",D,participacion_share,comparacion,requiere_visualizacion,pie,Transactions,medium,1
46,¿Cuál es la participación de cada sucursal en el número total de cuentas?,"SELECT b.branchName, COUNT(a.id) AS num_cuentas, COUNT(a.id) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS participacion FROM dbo.Branches b LEFT JOIN dbo.Accounts a ON b.id = a.branchId GROUP BY b.branchName",D,participacion_share,comparacion,requiere_visualizacion,pie,"Branches, Accounts",hard,2
47,¿Cuál es la participación de cada sucursal en el saldo total de cuentas?,"SELECT b.branchName, SUM(a.currentBalance) AS saldo, SUM(a.currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts) AS participacion FROM dbo.Branches b LEFT JOIN dbo.Accounts a ON b.id = a.branchId GROUP BY b.branchName",D,participacion_share,comparacion,requiere_visualizacion,pie,"Branches, Accounts",hard,2
49,¿Cuál es la participación de cada sucursal en el total de empleados?,"SELECT b.branchName, COUNT(e.id) AS num_empleados, COUNT(e.id) * 100.0 / (SELECT COUNT(*) FROM dbo.Employees) AS participacion FROM dbo.Branches b LEFT JOIN dbo.Employees e ON b.id = e.branchId GROUP BY b.branchName",D,participacion_share,comparacion,requiere_visualizacion,pie,"Branches, Employees",hard,2
105,¿Cuál es la participación de cada tipo de cliente en el monto total de préstamos?,"SELECT c.customerType, SUM(l.loanAmount) AS monto, SUM(l.loanAmount) * 100.0 / (SELECT SUM(loanAmount) FROM dbo.Loans) AS participacion FROM dbo.Customers c JOIN dbo.Loans l ON c.id = l.customerId GROUP BY c.customerType",D,participacion_share,comparacion,requiere_visualizacion,pie,"Customers, Loans",hard,2
106,¿Cuál es la participación de cada sucursal en el monto total de transferencias originadas?,"SELECT b.branchName, SUM(t.amount) AS monto, SUM(t.amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transfers) AS participacion FROM dbo.Branches b JOIN dbo.Accounts a ON b.id = a.branchId JOIN dbo.Transfers t ON a.id = t.originAccountId GROUP BY b.branchName",D,participacion_share,comparacion,requiere_visualizacion,pie,"Branches, Accounts, Transfers",hard,3
131,¿Qué share tienen las transferencias del último mes en el total anual?,SELECT SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transfers WHERE YEAR(occurenceTime) = YEAR(GETDATE())) AS participacion_pct FROM dbo.Transfers WHERE MONTH(occurenceTime) = MONTH(GETDATE()) AND YEAR(occurenceTime) = YEAR(GETDATE()),D,participacion_share,comparacion,requiere_visualizacion,pie,Transfers,hard,1
224,¿Cuál es el share de las transacciones del último trimestre en el total anual?,"SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions WHERE YEAR(transactionDate) = YEAR(GETDATE())) AS participacion_pct FROM dbo.Transactions WHERE DATEPART(QUARTER, transactionDate) = DATEPART(QUARTER, GETDATE()) AND YEAR(transactionDate) = YEAR(GETDATE())",D,participacion_share,comparacion,requiere_visualizacion,pie,Transactions,hard,1
225,¿Qué participación tiene la sucursal más grande en el número total de clientes?,SELECT TOP 1 COUNT(DISTINCT ao.ownerId) * 100.0 / (SELECT COUNT(DISTINCT ownerId) FROM dbo.AccountOwnerships) AS participacion_pct FROM dbo.Branches b JOIN dbo.Accounts a ON b.id = a.branchId JOIN dbo.AccountOwnerships ao ON a.id = ao.accountId GROUP BY b.branchName ORDER BY COUNT(DISTINCT ao.ownerId) DESC,D,participacion_share,comparacion,requiere_visualizacion,pie,"Branches, Accounts, AccountOwnerships",hard,3
226,¿Cuál es el share de los préstamos de auto en el monto total de intereses generados?,SELECT SUM(loanAmount * interestRate / 100) * 100.0 / (SELECT SUM(loanAmount * interestRate / 100) FROM dbo.Loans) AS participacion_pct FROM dbo.Loans WHERE loanType = 'auto',D,participacion_share,comparacion,requiere_visualizacion,pie,Loans,hard,1
227,¿Qué participación tienen los clientes regulares en el número de transacciones?,SELECT COUNT(t.id) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions) AS participacion_pct FROM dbo.Transactions t JOIN dbo.Accounts a ON t.accountId = a.id JOIN dbo.AccountOwnerships ao ON a.id = ao.accountId JOIN dbo.Customers c ON ao.ownerId = c.id WHERE c.customerType = 'regular',D,participacion_share,comparacion,requiere_visualizacion,pie,"Transactions, Accounts, AccountOwnerships, Customers",hard,4
230,¿Cuál es el share de los pagos del primer trimestre en el total de pagos anuales?,"SELECT SUM(paymentAmount) * 100.0 / (SELECT SUM(paymentAmount) FROM dbo.LoanPayments WHERE YEAR(PaidDate) = YEAR(GETDATE())) AS participacion_pct FROM dbo.LoanPayments WHERE DATEPART(QUARTER, PaidDate) = 1 AND YEAR(PaidDate) = YEAR(GETDATE())",D,participacion_share,comparacion,requiere_visualizacion,pie,LoanPayments,hard,1
275,¿Qué participación tiene la sucursal con más clientes en el total de clientes?,SELECT MAX(pct) AS participacion_pct FROM (SELECT COUNT(DISTINCT ao.ownerId) * 100.0 / (SELECT COUNT(DISTINCT ownerId) FROM dbo.AccountOwnerships) AS pct FROM dbo.Branches b JOIN dbo.Accounts a ON b.id = a.branchId JOIN dbo.AccountOwnerships ao ON a.id = ao.accountId GROUP BY b.id) AS sucursales,D,participacion_share,comparacion,requiere_visualizacion,pie,"Branches, Accounts, AccountOwnerships",hard,3
351,¿Qué participación tienen las transferencias nocturnas en el monto total?,"SELECT SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transfers) AS participacion_pct FROM dbo.Transfers WHERE DATEPART(HOUR, occurenceTime) < 6 OR DATEPART(HOUR, occurenceTime) >= 22",D,participacion_share,comparacion,requiere_visualizacion,pie,Transfers,hard,1
352,¿Cuál es el share de los pagos del último mes en el total anual?,SELECT SUM(paymentAmount) * 100.0 / (SELECT SUM(paymentAmount) FROM dbo.LoanPayments WHERE YEAR(PaidDate) = YEAR(GETDATE())) AS participacion_pct FROM dbo.LoanPayments WHERE MONTH(PaidDate) = MONTH(GETDATE()) AND YEAR(PaidDate) = YEAR(GETDATE()),D,participacion_share,comparacion,requiere_visualizacion,pie,LoanPayments,hard,1
58,¿Cómo contribuye cada estado de préstamo al monto total?,"SELECT status, SUM(loanAmount) AS monto_contribucion FROM dbo.Loans GROUP BY status",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Loans,easy,1
108,¿Cómo contribuye cada plazo de préstamo al monto total?,"SELECT term, SUM(loanAmount) AS monto_contribucion FROM dbo.Loans GROUP BY term ORDER BY term",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Loans,easy,1
137,¿Cuánto aporta cada cargo al total de empleados?,"SELECT position, COUNT(*) AS num_empleados, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Employees) AS contribucion_pct FROM dbo.Employees GROUP BY position ORDER BY num_empleados DESC",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Employees,easy,1
139,¿Cuánto contribuye cada estado de cuenta al saldo total?,"SELECT accountStatus, SUM(currentBalance) AS saldo_total, SUM(currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts) AS contribucion_pct FROM dbo.Accounts GROUP BY accountStatus",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Accounts,easy,1
232,¿Cuál es la contribución de cada tipo de transacción al número total de operaciones?,"SELECT transactionType, COUNT(*) AS num_transacciones, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions) AS contribucion_pct FROM dbo.Transactions GROUP BY transactionType",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Transactions,easy,1
233,¿Cuánto aporta cada estado de préstamo al número total de préstamos?,"SELECT status, COUNT(*) AS num_prestamos, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS contribucion_pct FROM dbo.Loans GROUP BY status",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Loans,easy,1
56,¿Cómo contribuye cada sucursal al saldo total de cuentas?,"SELECT b.branchName, SUM(a.currentBalance) AS saldo_contribucion FROM dbo.Branches b JOIN dbo.Accounts a ON b.id = a.branchId GROUP BY b.branchName ORDER BY saldo_contribucion DESC",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Branches, Accounts",medium,2
59,¿Cómo contribuye cada tipo de cliente al número total de préstamos?,"SELECT c.customerType, COUNT(l.id) AS num_prestamos FROM dbo.Customers c JOIN dbo.Loans l ON c.id = l.customerId GROUP BY c.customerType",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Customers, Loans",medium,2
133,¿Cuánto aporta cada sucursal al número total de empleados?,"SELECT b.branchName, COUNT(e.id) AS num_empleados, COUNT(e.id) * 100.0 / (SELECT COUNT(*) FROM dbo.Employees) AS contribucion_pct FROM dbo.Branches b LEFT JOIN dbo.Employees e ON b.id = e.branchId GROUP BY b.branchName ORDER BY num_empleados DESC",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Branches, Employees",medium,2
134,¿Cuál es la contribución de cada año al total de cuentas creadas?,"SELECT YEAR(createdAt) AS anio, COUNT(*) AS num_cuentas, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS contribucion_pct FROM dbo.Accounts GROUP BY YEAR(createdAt) ORDER BY anio",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Accounts,medium,1
135,¿Cuánto contribuye cada tipo de transacción al volumen total?,"SELECT transactionType, SUM(amount) AS monto_total, SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transactions) AS contribucion_pct FROM dbo.Transactions GROUP BY transactionType",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Transactions,medium,1
136,¿Cuál es la contribución de cada estado de préstamo al monto total?,"SELECT status, SUM(loanAmount) AS monto_total, SUM(loanAmount) * 100.0 / (SELECT SUM(loanAmount) FROM dbo.Loans) AS contribucion_pct FROM dbo.Loans GROUP BY status",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Loans,medium,1
138,¿Cuál es la contribución de cada trimestre al total de transferencias?,"SELECT DATEPART(QUARTER, occurenceTime) AS trimestre, SUM(amount) AS monto_total, SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transfers) AS contribucion_pct FROM dbo.Transfers GROUP BY DATEPART(QUARTER, occurenceTime) ORDER BY trimestre",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Transfers,medium,1
141,¿Cuánto aporta cada mes al total de pagos de préstamos?,"SELECT MONTH(PaidDate) AS mes, SUM(paymentAmount) AS total_pagos, SUM(paymentAmount) * 100.0 / (SELECT SUM(paymentAmount) FROM dbo.LoanPayments) AS contribucion_pct FROM dbo.LoanPayments GROUP BY MONTH(PaidDate) ORDER BY mes",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,LoanPayments,medium,1
235,¿Cuánto contribuye cada día de la semana al monto total de transferencias?,"SELECT DATENAME(WEEKDAY, occurenceTime) AS dia, SUM(amount) AS monto_total, SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transfers) AS contribucion_pct FROM dbo.Transfers GROUP BY DATENAME(WEEKDAY, occurenceTime), DATEPART(WEEKDAY, occurenceTime) ORDER BY DATEPART(WEEKDAY, occurenceTime)",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Transfers,medium,1
237,¿Cuál es la contribución de cada hora del día al número de transacciones?,"SELECT DATEPART(HOUR, transactionDate) AS hora, COUNT(*) AS num_transacciones, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions) AS contribucion_pct FROM dbo.Transactions GROUP BY DATEPART(HOUR, transactionDate) ORDER BY hora",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Transactions,medium,1
277,¿Cuánto contribuye cada tipo de cuenta al número total de transacciones?,"SELECT a.accountType, COUNT(t.id) AS num_transacciones, COUNT(t.id) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions) AS contribucion_pct FROM dbo.Accounts a JOIN dbo.Transactions t ON a.id = t.accountId GROUP BY a.accountType",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Accounts, Transactions",medium,2
279,¿Cuál es la contribución de cada semestre al volumen de transferencias?,"SELECT CASE WHEN MONTH(occurenceTime) <= 6 THEN 'Primer semestre' ELSE 'Segundo semestre' END AS semestre, SUM(amount) AS volumen, SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transfers) AS contribucion_pct FROM dbo.Transfers GROUP BY CASE WHEN MONTH(occurenceTime) <= 6 THEN 'Primer semestre' ELSE 'Segundo semestre' END",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Transfers,medium,1
280,¿Cuánto contribuye cada año al total de pagos de préstamos?,"SELECT YEAR(PaidDate) AS anio, SUM(paymentAmount) AS total_pagos, SUM(paymentAmount) * 100.0 / (SELECT SUM(paymentAmount) FROM dbo.LoanPayments) AS contribucion_pct FROM dbo.LoanPayments GROUP BY YEAR(PaidDate) ORDER BY anio",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,LoanPayments,medium,1
281,¿Cuál es la contribución de cuentas activas vs inactivas al saldo total?,"SELECT CASE WHEN accountStatus = 'active' THEN 'Activas' ELSE 'Inactivas' END AS estado, SUM(currentBalance) AS saldo, SUM(currentBalance) * 100.0 / (SELECT SUM(currentBalance) FROM dbo.Accounts) AS contribucion_pct FROM dbo.Accounts GROUP BY CASE WHEN accountStatus = 'active' THEN 'Activas' ELSE 'Inactivas' END",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Accounts,medium,1
282,¿Cuánto aporta cada día de la semana al número de transacciones?,"SELECT DATENAME(WEEKDAY, transactionDate) AS dia, COUNT(*) AS num_trans, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Transactions) AS contribucion_pct FROM dbo.Transactions GROUP BY DATENAME(WEEKDAY, transactionDate), DATEPART(WEEKDAY, transactionDate) ORDER BY DATEPART(WEEKDAY, transactionDate)",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Transactions,medium,1
358,¿Cuál es la contribución de cada tipo de préstamo al número de pagos?,"SELECT l.loanType, COUNT(lp.id) AS num_pagos, COUNT(lp.id) * 100.0 / (SELECT COUNT(*) FROM dbo.LoanPayments) AS contribucion_pct FROM dbo.Loans l JOIN dbo.LoanPayments lp ON l.id = lp.loanId GROUP BY l.loanType",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Loans, LoanPayments",medium,2
359,¿Cuánto aporta cada hora del día al monto de transferencias?,"SELECT DATEPART(HOUR, occurenceTime) AS hora, SUM(amount) AS monto, SUM(amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transfers) AS contribucion_pct FROM dbo.Transfers GROUP BY DATEPART(HOUR, occurenceTime) ORDER BY hora",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Transfers,medium,1
360,¿Cuánto contribuye cada día de la semana al número de pagos de préstamos?,"SELECT DATENAME(WEEKDAY, PaidDate) AS dia, COUNT(*) AS num_pagos, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.LoanPayments) AS contribucion_pct FROM dbo.LoanPayments GROUP BY DATENAME(WEEKDAY, PaidDate), DATEPART(WEEKDAY, PaidDate) ORDER BY DATEPART(WEEKDAY, PaidDate)",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,LoanPayments,medium,1
364,¿Cuánto contribuye cada mes al número de nuevas cuentas?,"SELECT MONTH(createdAt) AS mes, COUNT(*) AS nuevas_cuentas, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS contribucion_pct FROM dbo.Accounts GROUP BY MONTH(createdAt) ORDER BY mes",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Accounts,medium,1
54,¿Cómo contribuye cada tipo de transacción al monto total mensual?,"SELECT YEAR(transactionDate) AS anio, MONTH(transactionDate) AS mes, transactionType, SUM(amount) AS monto FROM dbo.Transactions GROUP BY YEAR(transactionDate), MONTH(transactionDate), transactionType ORDER BY anio, mes",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Transactions,hard,1
55,¿Cómo contribuye cada tipo de préstamo al monto total por año?,"SELECT YEAR(startDate) AS anio, loanType, SUM(loanAmount) AS monto FROM dbo.Loans GROUP BY YEAR(startDate), loanType ORDER BY anio",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Loans,hard,1
57,¿Cómo contribuye cada tipo de cuenta al saldo total por sucursal?,"SELECT b.branchName, a.accountType, SUM(a.currentBalance) AS saldo FROM dbo.Branches b JOIN dbo.Accounts a ON b.id = a.branchId GROUP BY b.branchName, a.accountType ORDER BY b.branchName",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Branches, Accounts",hard,2
60,¿Cómo contribuye cada sucursal al número total de transacciones?,"SELECT b.branchName, COUNT(t.id) AS num_transacciones FROM dbo.Branches b JOIN dbo.Accounts a ON b.id = a.branchId JOIN dbo.Transactions t ON a.id = t.accountId GROUP BY b.branchName",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Branches, Accounts, Transactions",hard,3
61,¿Cómo contribuye cada tipo de préstamo al interés total cobrado?,"SELECT l.loanType, SUM(lp.interestAmount) AS interes_total FROM dbo.Loans l JOIN dbo.LoanPayments lp ON l.id = lp.loanId GROUP BY l.loanType",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Loans, LoanPayments",hard,2
107,¿Cómo contribuye cada tipo de cliente al número total de cuentas?,"SELECT c.customerType, COUNT(ao.accountId) AS num_cuentas FROM dbo.Customers c JOIN dbo.AccountOwnerships ao ON c.id = ao.ownerId GROUP BY c.customerType",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Customers, AccountOwnerships",hard,2
118,¿Cuál es el saldo total de cuentas por tipo de cliente?,"SELECT c.customerType, SUM(a.currentBalance) AS saldo_total FROM dbo.Customers c JOIN dbo.AccountOwnerships ao ON c.id = ao.ownerId JOIN dbo.Accounts a ON ao.accountId = a.id GROUP BY c.customerType",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Customers, AccountOwnerships, Accounts",hard,3
140,¿Cuál es la contribución de cada rango de tasa de interés al total de préstamos?,"SELECT CASE WHEN interestRate < 5 THEN 'Bajo (<5%)' WHEN interestRate < 10 THEN 'Medio (5-10%)' ELSE 'Alto (>10%)' END AS rango_tasa, SUM(loanAmount) AS monto_total, SUM(loanAmount) * 100.0 / (SELECT SUM(loanAmount) FROM dbo.Loans) AS contribucion_pct FROM dbo.Loans GROUP BY CASE WHEN interestRate < 5 THEN 'Bajo (<5%)' WHEN interestRate < 10 THEN 'Medio (5-10%)' ELSE 'Alto (>10%)' END",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Loans,hard,1
142,¿Cuál es la contribución de principal vs interés en los pagos totales?,"SELECT 'Principal' AS componente, SUM(principalAmount) AS monto, SUM(principalAmount) * 100.0 / (SELECT SUM(paymentAmount) FROM dbo.LoanPayments) AS contribucion_pct FROM dbo.LoanPayments UNION ALL SELECT 'Interés', SUM(interestAmount), SUM(interestAmount) * 100.0 / (SELECT SUM(paymentAmount) FROM dbo.LoanPayments) FROM dbo.LoanPayments",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,LoanPayments,hard,1
231,¿Cuánto contribuye cada tipo de cliente al número total de cuentas?,"SELECT c.customerType, COUNT(DISTINCT a.id) AS num_cuentas, COUNT(DISTINCT a.id) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS contribucion_pct FROM dbo.Customers c JOIN dbo.AccountOwnerships ao ON c.id = ao.ownerId JOIN dbo.Accounts a ON ao.accountId = a.id GROUP BY c.customerType",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Customers, AccountOwnerships, Accounts",hard,3
234,¿Cuál es la contribución de cada sucursal al volumen de transacciones?,"SELECT b.branchName, SUM(t.amount) AS volumen, SUM(t.amount) * 100.0 / (SELECT SUM(amount) FROM dbo.Transactions) AS contribucion_pct FROM dbo.Branches b JOIN dbo.Accounts a ON b.id = a.branchId JOIN dbo.Transactions t ON a.id = t.accountId GROUP BY b.branchName ORDER BY volumen DESC",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Branches, Accounts, Transactions",hard,3
236,¿Cuál es la contribución de cada rango de saldo al total de cuentas?,"SELECT CASE WHEN currentBalance < 10000 THEN 'Bajo (<10K)' WHEN currentBalance < 50000 THEN 'Medio (10K-50K)' ELSE 'Alto (>50K)' END AS rango, COUNT(*) AS num_cuentas, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Accounts) AS contribucion_pct FROM dbo.Accounts GROUP BY CASE WHEN currentBalance < 10000 THEN 'Bajo (<10K)' WHEN currentBalance < 50000 THEN 'Medio (10K-50K)' ELSE 'Alto (>50K)' END",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Accounts,hard,1
238,¿Cuánto contribuye cada tipo de préstamo al total de intereses pagados?,"SELECT l.loanType, SUM(lp.interestAmount) AS total_intereses, SUM(lp.interestAmount) * 100.0 / (SELECT SUM(interestAmount) FROM dbo.LoanPayments) AS contribucion_pct FROM dbo.Loans l JOIN dbo.LoanPayments lp ON l.id = lp.loanId GROUP BY l.loanType",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Loans, LoanPayments",hard,2
278,¿Cuánto aporta cada rango de tasa de interés al número de préstamos?,"SELECT CASE WHEN interestRate < 5 THEN '0-5%' WHEN interestRate < 10 THEN '5-10%' WHEN interestRate < 15 THEN '10-15%' ELSE '>15%' END AS rango, COUNT(*) AS num_prestamos, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM dbo.Loans) AS contribucion_pct FROM dbo.Loans GROUP BY CASE WHEN interestRate < 5 THEN '0-5%' WHEN interestRate < 10 THEN '5-10%' WHEN interestRate < 15 THEN '10-15%' ELSE '>15%' END",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,Loans,hard,1
283,¿Cuál es la contribución de cada sucursal al número total de transferencias?,"SELECT b.branchName, COUNT(tr.id) AS num_transfers, COUNT(tr.id) * 100.0 / (SELECT COUNT(*) FROM dbo.Transfers) AS contribucion_pct FROM dbo.Branches b JOIN dbo.Accounts a ON b.id = a.branchId JOIN dbo.Transfers tr ON a.id = tr.originAccountId GROUP BY b.branchName",E,contribucion_total,comparacion,requiere_visualizacion,stackedbar,"Branches, Accounts, Transfers",hard,3
